;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
2507;2575;2021-04-15;Arm-IT;МС-Чек;Марвел;Толоко;Антоновский
2508;2576;2021-04-15;Logicsystems;Атлас Майнинг;;Шуляк;Антоновский
2509;2577;2021-04-15;Jet;ГК Петропавловск;;Филипчук;Антоновский
2510;2578;2021-04-16;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2511;2579;2021-04-16;StepLogic;Сбер;Марвел;Толоко;Антоновский
2512;2580;2021-04-16;Entel;;;Никитин;Неудачин
2513;2581;2021-04-16;Croc;Минздрав;;Шуляк;Антоновский
2514;2582;2021-04-16;Sonet;Гринатом;;Толоко;Антоновский
2515;2583;2021-04-16;Corex;Курганский педагогический колледж;;Толоко;Антоновский
2516;2584;2021-04-19;Inart;Борей;;Толоко;Антоновский
2517;2585;2021-04-19;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2518;2586;2021-04-20;NK Teleform;Альтерра;;Шуляк;Антоновский
2519;2587;2021-04-20;Optivera;Сбер-Сервис;;Шуляк;Антоновский
2520;2588;2021-04-20;DataPro;;;Никитин;Неудачин
2521;2589;2021-04-20;Rubitech;ОКБМ Африкантов;;Никитин;Юль
2522;2590;2021-04-20;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2523;2591;2021-04-20;Jet;"Газ-Итсервис, ООО
(УК ""Группа Газ"", ООО)";;Никитин;Неудачин
2524;2592;2021-04-21;Marvel;Яндекс;;Толоко;Антоновский
2525;2593;2021-04-21;Merlion;Яндекс;;Толоко;Антоновский
2526;2594;2021-04-21;Infoserv;Яндекс;;Толоко;Антоновский
2527;2595;2021-04-21;IVS;Яндекс;;Толоко;Антоновский
2528;2596;2021-04-21;Inart;Аквариус;;Толоко;Неудачин
2529;2597;2021-04-21;Kaluga Astral;Мировые судьи Калуга;;Шуляк;Неудачин
2530;2598;2021-04-21;IVS;УралКалий;;Никитин;Антоновский
2531;2599;2021-04-22;Gidroremont;ДРСК Приморские электросети;;Толоко;Антоновский
2532;2600;2021-04-22;StepLogic;Русдрагмет;Марвел;Толоко;Антоновский
2533;2601;2021-04-22;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2534;2602;2021-04-22;Tauer;Росрезерв;;Толоко;Антоновский
2535;2603;2021-04-22;Airnode;;;Никитин;Антоновский
2536;2604;2021-04-23;Selectel;;;Никитин;Антоновский
2537;2605;2021-04-23;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2538;2606;2021-04-26;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2539;2607;2021-04-26;VEST;ДРСК Приморские электросети;;Толоко;Антоновский
2540;2608;2021-04-26;Rimico;;;Филипчук;Антоновский
2541;2609;2021-04-26;Croc;;;Никитин;Антоновский
2542;2610;2021-04-27;Yandex;;Марвел;Толоко;Антоновский
2543;2611;2021-04-27;ATS Technics;;;Филипчук;Антоновский
2544;2612;2021-04-27;Marvel;Яндекс;;Толоко;Антоновский
2545;2613;2021-04-27;Merlion;Яндекс;;Толоко;Антоновский
2546;2614;2021-04-27;Infoserv;Яндекс;;Толоко;Антоновский
2547;2615;2021-04-27;IVS;Яндекс;;Толоко;Антоновский
2548;2616;2021-04-27;Open technology;ПАО МРСК;;Никитин;Антоновский
2549;2617;2021-04-27;CTB;Резонит;;Филипчук;Антоновский
2550;2618;2021-04-27;DataDom;Нижегородское ОРТПЦ;;Никитин;Антоновский
2551;2619;2021-04-27;Softline;НЛМК;;Никитин;Антоновский
2552;2620;2021-04-28;VEST;ДРСК Приморские электросети;;Толоко;Антоновский
2553;2621;2021-04-28;Softline;Иркут;;Никитин;Юль
2554;2622;2021-04-28;Merlion;Вымплеком;;Толоко;Антоновский
2555;2623;2021-04-29;Impuls-Telecom;Стейл-Юг(Дагестан);;Толоко;Антоновский
2556;2624;2021-04-29;Yandex;;Марвел;Толоко;Антоновский
2557;2625;2021-04-29;Lanit Ural;Гринатом;;Филипчук;Антоновский
2558;2626;2021-04-29;Jet;ФГУП ВНИИЗЖ;;Филипчук;Антоновский
2559;2627;2021-04-29;Oberon;Русатом Инфраструктурные решения;Марвел;Никитин;Антоновский
2560;2628;2021-04-29;Logicsystems;ОТЭКО-Портсервис;;Никитин;Антоновский
2561;2629;2021-04-29;BiLogics;Сахалин Энерджи;;Шуляк;Антоновский
2562;2630;2021-04-29;Ingecom;Казтелепорт;;Никитин;Антоновский
2563;2631;2021-04-30;Tochka konsolidatsii;OZON;;Никитин;Антоновский
2564;2632;2021-04-30;ITeco;ЦБ;;Шуляк;Антоновский
2565;2633;2021-04-30;IBS Platformix;31 ГПИСС (Бесараба);;Шуляк;Антоновский
2566;2634;2021-04-30;Kornet-yug;Магнит;;Шуляк;Антоновский
2567;2635;2021-04-30;Marvel;Яндекс;;Толоко;Антоновский
2568;2636;2021-04-30;Merlion;Яндекс;;Толоко;Антоновский
2569;2637;2021-04-30;Infoserv;Яндекс;;Толоко;Антоновский
2570;2638;2021-04-30;IVS;Яндекс;;Толоко;Антоновский
2571;2639;2021-04-30;Rostelecom - DV;Многовершинное;;Толоко;Антоновский
2572;2640;2021-05-04;IT Business;ОИЯИ;;Филипчук;Неудачин
2573;2641;2021-05-04;DataRK;АО РМК, Малмыжское месторождение;;Толоко;Неудачин
2574;2642;2021-05-05;MTU-S;ММТС-9;;Толоко;Неудачин
2575;2643;2021-05-05;Croc;;;Никитин;Неудачин
2576;2644;2021-05-05;Aquarius;Московский метрополитен;;Толоко;Неудачин
2577;2645;2021-05-05;Ixcellerate;;;Филипчук;Неудачин
2578;2646;2021-05-05;Bricks IT;;;Филипчук;Неудачин
2579;2647;2021-05-05;StoreData;;;Никитин;Неудачин
2580;2648;2021-05-06;IVK;;;Толоко;Неудачин
2581;2649;2021-05-06;Engross;ММТС-9;;Шуляк;Неудачин
2582;2650;2021-05-07;IVK;Министерство обороны РФ;;Толоко;Неудачин
2583;2651;2021-05-07;Yandex;;;Толоко;Юль
2584;2652;2021-05-07;Marvel;Бизнес-Софт Северо-Запад;;Толоко;Неудачин
2585;2653;2021-05-11;Marvel;РТИ;;Филипчук;Неудачин
2586;2654;2021-05-11;Marvel;Компьюлинк;;Толоко;Неудачин
2587;2655;2021-05-11;Miran;;;Никитин;Неудачин
2588;2656;2021-05-12;Marvel;Яндекс;;Толоко;Неудачин
2589;2657;2021-05-12;Merlion;Яндекс;;Толоко;Неудачин
2590;2658;2021-05-12;Infoserv;Яндекс;;Толоко;Неудачин
2591;2659;2021-05-12;IVS;Яндекс;;Толоко;Неудачин
2592;2660;2021-05-12;Rubitech;;;Никитин;Неудачин
2593;2661;2021-05-12;Marvel;Яндекс;;Толоко;Неудачин
2594;2662;2021-05-12;Merlion;Яндекс;;Толоко;Неудачин
2595;2663;2021-05-12;Infoserv;Яндекс;;Толоко;Неудачин
2596;2664;2021-05-12;IVS;Яндекс;;Толоко;Неудачин
2597;2665;2021-05-12;Marvel;СБД-Сбер;;Толоко;Неудачин
2598;2666;2021-05-12;Marvel;Яндекс;;Толоко;Неудачин
2599;2667;2021-05-12;Merlion;Яндекс;;Толоко;Неудачин
2600;2668;2021-05-12;Infoserv;Яндекс;;Толоко;Неудачин
2601;2669;2021-05-12;IVS;Яндекс;;Толоко;Неудачин
2602;2670;2021-05-12;AMD Tech;Банк Русский стандарт;;;Юль
2603;2671;2021-05-12;Rubitech;;;Никитин;Неудачин
2604;2672;2021-05-13;Marvel;"ООО ""ЮгИнформЦентр""";;Филипчук;Неудачин
2605;2673;2021-05-13;2D Systems;;;Никитин;Неудачин
2606;2674;2021-05-13;IXcellerate;Магнит;;Филипчук;Неудачин
2607;2675;2021-05-13;ITeco;Мировые Судьи Саратов;;Шуляк;Неудачин
2608;2676;2021-05-13;Aquarius;Московский метрополитен;;Толоко;Неудачин
2609;2677;2021-05-14;Aquarius;НИИЭФА им. Д. В. Ефремова;;Толоко;Неудачин
2610;2678;2021-05-14;Croc;КНГК-ИНПЗ;Марвел;Толоко;Неудачин
2611;2679;2021-05-14;Oberon;Сбербанк;;Толоко;Неудачин
2612;2680;2021-05-17;Marvel;Консист ОС ( Росэнергоатом);;Никитин;Антоновский
2613;2681;2021-05-17;Open technology;МРСК Центра (Курскэнерго);Марвел;Никитин;Неудачин
2614;2682;2021-05-17;Ixcellerate;;;Толоко;Антоновский
2615;2683;2021-05-17;NTC Sphere;;;Толоко;Антоновский
2616;2684;2021-05-17;Yandex;Яндекс-маркет;;;Юль
2617;2685;2021-05-18;SvyazInfoProject;;;Шуляк;Антоновский
2618;2686;2021-05-18;Marvel;Яндекс;;Толоко;Антоновский
2619;2687;2021-05-18;Merlion;Яндекс;;Толоко;Антоновский
2620;2688;2021-05-18;Infoserv;Яндекс;;Толоко;Антоновский
2621;2689;2021-05-18;IVS;Яндекс;;Толоко;Антоновский
2622;2690;2021-05-18;Voiskovaya chast;;;Толоко;Антоновский
2623;2691;2021-05-18;YugInformCentr;Управление по обеспечению деятельности мировых судей Республики Адыгея;;Филипчук;Неудачин
2624;2692;2021-05-18;Inart;ЦОД для Администрации Тамбовской области;;Толоко;Антоновский
2625;2693;2021-05-18;Sbercloud;;;Никитин;Антоновский
2626;2694;2021-05-19;SharxDC;Эвокарго;;Филипчук;Юль
2627;2695;2021-05-19;Depo;Министерство финансов Саратовской  обл.;;Филипчук;Юль
2628;2696;2021-05-19;NBS Group;ДЕФОРТИС-ДИС;;Шуляк;Неудачин
2629;2697;2021-05-19;Marvel;Сберклауд;;Толоко;Антоновский
2630;2698;2021-05-19;Lifestream;;;Никитин;Неудачин
2631;2699;2021-05-20;Marvel;Яндекс;;Толоко;Антоновский
2632;2700;2021-05-20;Merlion;Яндекс;;Толоко;Антоновский
2633;2701;2021-05-20;Infoserv;Яндекс;;Толоко;Антоновский
2634;2702;2021-05-20;IVS;Яндекс;;Толоко;Антоновский
2635;2703;2021-05-20;GreenDC;;;Толоко;Антоновский
2636;2704;2021-05-21;Datachip;;;Никитин;Антоновский
2637;2705;2021-05-21;TC Company;;;Никитин;Антоновский
2638;2706;2021-05-21;StepLogic;СБД-Сбер;Марвел;Толоко;Антоновский
2639;2707;2021-05-21;StepLogic;Сбер;Марвел;Толоко;Антоновский
2640;2708;2021-05-21;OKS;СБД Сбер;;Толоко;Антоновский
2641;2709;2021-05-24;StepLogic;;;Толоко;Неудачин
2642;2710;2021-05-24;Merlion;СБД Сбер;;Толоко;Антоновский
2643;2711;2021-05-24;Terminal Market;;;Филипчук;Антоновский
2644;2712;2021-05-24;Kvazar;ГК Петропавловск;;Филипчук;Антоновский
2645;2713;2021-05-24;Selectel;;;Никитин;Неудачин
2646;2714;2021-05-24;3Logic;ПФР № 2;;Шуляк;Антоновский
2647;2715;2021-05-25;Renaissance Construction;Яндекс;;Толоко;Антоновский
2648;2716;2021-05-25;Miran;;;Никитин;Неудачин
2649;2717;2021-05-25;DataDom;;;Никитин;Неудачин
2650;2718;2021-05-25;DataDom;Минобороны РФ;;Никитин;Неудачин
2651;2719;2021-05-25;Sunvel;;;Шуляк;Антоновский
2652;2720;2021-05-26;3data;;;Никитин;Неудачин
2653;2721;2021-05-26;Softline;Камаз;Марвел;Никитин;Антоновский
2654;2722;2021-05-27;MTU-S;ММТС-9;;Толоко;Антоновский
2655;2723;2021-05-27;Selectel;;;Никитин;Неудачин
2656;2724;2021-05-27;ComplexResheniya;Мировые судьи Хабаровск;;Шуляк;Неудачин
2657;2725;2021-05-27;3data;;;Никитин;Неудачин
2658;2726;2021-05-28;DataRK;Тольяттиазот;;Толоко;Антоновский
2659;2727;2021-05-28;Iteco;Рузский ЦОПУ МЧС России;;Шуляк;Антоновский
2660;2728;2021-05-28;Marvel;Яндекс;;Толоко;Антоновский
2661;2729;2021-05-28;Merlion;Яндекс;;Толоко;Антоновский
2662;2730;2021-05-28;Infoserv;Яндекс;;Толоко;Антоновский
2663;2731;2021-05-28;IVS;Яндекс;;Толоко;Антоновский
2664;2732;2021-05-28;Technokrat;Яндекс;;Толоко;Антоновский
2665;2733;2021-05-28;Aquarius;ГИАЦ МВД России;;Толоко;Антоновский
2666;2734;2021-05-28;Jet;Налоговый Комитет;;Филипчук;Неудачин
2667;2735;2021-05-28;Croc;Правительство Москвы;;Никитин;Антоновский
2668;2736;2021-05-28;It-Lanit;РТИ;;Филипчук;Неудачин
2669;2737;2021-05-31;Softline; МЧС;;Никитин;Антоновский
2670;2738;2021-05-31;AB Engineering;Нэолайн;;Толоко;Неудачин
2671;2739;2021-06-01;DataDom;;;Никитин;Неудачин
2672;2740;2021-06-01;Merlion;Гринатом;;Толоко;Антоновский
2673;2741;2021-06-01;Vybos;ФСБ;;Толоко;Антоновский
2674;2742;2021-06-02;Marvel;Яндекс;;Толоко;Антоновский
2675;2743;2021-06-02;Merlion;Яндекс;;Толоко;Антоновский
2676;2744;2021-06-02;Infoserv;Яндекс;;Толоко;Антоновский
2677;2745;2021-06-02;IVS;Яндекс;;Толоко;Антоновский
2678;2746;2021-06-02;Marvel;Яндекс;;Толоко;Антоновский
