;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
3748;3816;2022-03-24;Silmatech;ОБИТ;;Турков;Епихин
3749;3817;2022-03-24;Marvel;Сберклауд;;Турков;Антоновский
3750;3818;2022-03-24;ENKA;Яндекс;Мерлион;Толоко;Антоновский
3751;3819;2022-03-24;ICL;ФСБ;;Толоко;Епихин
3752;3820;2022-03-25;Marvel;ЛайтНэт;Марвел;Филипчук;Антоновский
3753;3821;2022-03-25;Tegrus;Вертолеты России;;Филипчук;Антоновский
3754;3822;2022-03-25;Oberon;Атомдата;;Никитин;Антоновский
3755;3823;2022-03-25;Oberon;Сбер;;Нугманов;Антоновский
3756;3824;2022-03-25;Marvel;РЖД;;Турков;Антоновский
3757;3825;2022-03-25;Avilex;ФСИН;;Филипчук;Антоновский
3758;3826;2022-03-25;Marvel;;Марвел;Филипчук;Антоновский
3759;3827;2022-03-25;rtall;«СТНГ» Стройтранснефтегаз.;;Толоко;Епихин
3760;3828;2022-03-25;Comita;Газпром Информ;Марвел;Филипчук;Антоновский
3761;3829;2022-03-25;Marvel;;;Турков;Антоновский
3762;3830;2022-03-25;Impuls-Telecom;НОРИЛЬСКИЙ НИКЕЛЬ;;Толоко;Антоновский
3763;3831;2022-03-25;Ixcellerate;;;Толоко;Антоновский
3764;3832;2022-03-25;Softline;Фонд Президентский Центр Б.Н. Ельцина;Марвел;Никитин;Антоновский
3765;3833;2022-03-28;Open technology;ДИТ Москвы;Марвел;Никитин;Антоновский
3766;3834;2022-03-28;Telecom Integratsiya;Тандер;;Турков;Антоновский
3767;3835;2022-03-28;Iteco;Мосводоканал;Марвел;Филипчук;Антоновский
3768;3836;2022-03-28;C3 Solutions;C3 Solutions;;Кукарских;Юль
3769;3837;2022-03-28;USSB;Уральский Турбинный завод;;Никитин;Антоновский
3770;3838;2022-03-28;Spectr-RS;ГУП ТЭК СПб;;Толоко;Антоновский
3771;3839;2022-03-28;AST;АСТ;;Турков;Антоновский
3772;3840;2022-03-28;Tegrus;Гознак;;Филипчук;Антоновский
3773;3841;2022-03-28;Marvel;Газпром нефть ИТО;Марвел;Филипчук;Антоновский
3774;3842;2022-03-28;Telecom Integratsiya;МСУ 18 (МОСТОСТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 18);;Турков;Антоновский
3775;3843;2022-03-28;KIT;ПФР Краснодар;;Никитин;Антоновский
3776;3844;2022-03-28;Marvel;Газпром нефть ИТО;Марвел;Филипчук;Антоновский
3777;3845;2022-03-28;Spectr-RS;Radisson Collection Hotel Moscow;;Толоко;Антоновский
3778;3846;2022-03-29;Tegrus;Гознак Москва, Мытная улица, дом 17;;Филипчук;Антоновский
3779;3847;2022-03-29;T1-Integration;;;Никитин;Антоновский
3780;3848;2022-03-29;CTI;Восток-Сервис-Спецкомплект;;Турков;Антоновский
3781;3849;2022-03-29;Rubitech;Рубитех;;Олифер;Антоновский
3782;3850;2022-03-30;IP Revyakin;;;Никитин;Антоновский
3783;3851;2022-03-30;SNS-NN;НМЗ;Марвел;Толоко;Антоновский
3784;3852;2022-03-30;Marvel;Текфорс / Меретояханефтегаз;;Турков;Антоновский
3785;3853;2022-03-30;Marvel;Нефтеавтоматика;;Турков;Антоновский
3786;3854;2022-03-30;Edinie systemnie technologii;Метрополитен Санкт-Петербург;;Толоко;Епихин
3787;3855;2022-03-30;Regard Lipetsk;Славнефть-Красноярскнефтегаз;Марвел;Филипчук;Антоновский
3788;3856;2022-03-30;Bulat;Норникель;Марвел;Филипчук;Антоновский
3789;3857;2022-03-30;iFellow;РТС Биржа;;Филипчук;Антоновский
3790;3858;2022-03-31;Gazpromneft ITO;Газпромнефть ИТО;;Филипчук;Епихин
3791;3859;2022-03-31;Croc;Троицкий институт;;Никитин;Епихин
3792;3860;2022-03-31;Avilex;ЦИК;;Филипчук;Антоновский
3793;3861;2022-03-31;Optivera;ОКБ Новатор;;Турков;Епихин
3794;3862;2022-03-31;VBK;Якутскэнерго;Марвел;Толоко;Антоновский
3795;3863;2022-03-31;AMD Tech;ИНТЕР РАО;;Олифер;Антоновский
3796;3864;2022-04-01;Oberon;Сбербанк;;Филипчук;Юль
3797;3865;2022-04-02;Marvel;Промсвязьбанк;;Турков;Епихин
3798;3866;2022-04-02;Marvel;Газпром автоматизация;Марвел;Филипчук;Епихин
3799;3867;2022-04-03;It-Lanit;Газпром;;Турков;Епихин
3800;3868;2022-04-03;Softline;Полюс;;Никитин;Епихин
3801;3869;2022-04-03;Technogorod;Техногород ЦОД;;Толоко;Епихин
3802;3870;2022-04-03;VBK;НГУ;Марвел;Толоко;Епихин
3803;3871;2022-04-03;Oberon;Сбербанк;;Нугманов;Юль
3804;3872;2022-04-04;Edvako - Engineering;Ростелеком;;Кононов;Тугаев
3805;3873;2022-04-04;Edvako - Engineering;Ростелеком;;Кононов;Тугаев
3806;3874;2022-04-04;Edvako - Engineering;Ростелеком;;Кононов;Тугаев
3807;3875;2022-04-04;;Мегафон;;Кукарских;Тугаев
3808;3876;2022-04-04;Telecom Integratsiya;Тандер;;Турков;Епихин
3809;3877;2022-04-04;TecForce;Славнефть Мегионнефтегаз;;Турков;Епихин
3810;3878;2022-04-04;;МТС;;Кукарских;Тугаев
3811;3879;2022-04-04;Ford Dialog;АО «Химзавод им. Л.Я. Карпова»;;Филипчук;Юль
3812;3880;2022-04-04;;МТС;;Кукарских;Тугаев
3813;3881;2022-04-05;Marvel;Визард;;Турков;Епихин
3814;3882;2022-04-05;Marvel;МСУ 18;;Турков;Епихин
3815;3883;2022-04-05;Ixcellerate;Икселерейт;;Толоко;Епихин
3816;3884;2022-04-05;;АО «СО ЕЭС»;;Черкашин;Тугаев
3817;3885;2022-04-05;Spectr-RS;Росатом_ОГК Холдинг_Российский Федеральный Ядерный Центр;;Толоко;Епихин
3818;3886;2022-04-05;Merlion;Икселерейт;;Толоко;
3819;3887;2022-04-05;IMAQLIQ;;;Никитин;Епихин
3820;3888;2022-04-05;;;;Кукарских;Тугаев
3821;3889;2022-04-05;Jet;Самотлорнефтегаз;;Никитин;Епихин
3822;3890;2022-04-05;Softline;ООО «НАША КЛИНИКА»;;Никитин;Епихин
3823;3891;2022-04-05;;нет инфо;;Черкашин;Тугаев
3824;3892;2022-04-05;Spectr-RS;В/Ч 66631 г.Москва;;Толоко;Епихин
3825;3893;2022-04-05;Softline;Гознак;;Турков;Епихин
3826;3894;2022-04-05;Oberon;Сбербанк (Сколково);;Филипчук;Юль
3827;3895;2022-04-06;Wizard;Руссдрагмет;;Турков;Епихин
3828;3896;2022-04-06;Tembr;ООО Тембр;;Черкашин;Тугаев
3829;3897;2022-04-06;;q.center;;Черкашин;Тугаев
3830;3898;2022-04-06;Sitronics;ЦОД GreenbushDC;;Турков;Епихин
3831;3899;2022-04-06;Linxdata;;;Никитин;Епихин
3832;3900;2022-04-06;;q.center;;Черкашин;Тугаев
3833;3901;2022-04-06;Infotaktika;ФСО РФ;;Турков;Епихин
3834;3902;2022-04-06;HPC Park;;;Толоко;Юль
3835;3903;2022-04-06;Ixcellerate;Икселерейт;;Толоко;Епихин
3836;3904;2022-04-06;Databox;;;Кононов;Тугаев
3837;3905;2022-04-06;Trinity;Газпром;Марвел;Толоко;Юль
3838;3906;2022-04-07;OCS;Росатом -Цифрум;OCS;Кононов;Юль
3839;3907;2022-04-07;antex;Росатом;;Филипчук;Епихин
3840;3908;2022-04-07;MTS-Business;КУ ВО ЦОДУЗ (3666127005);Марвел;Никитин;Епихин
3841;3909;2022-04-08;TecForce;;;Турков;Епихин
3842;3910;2022-04-08;Marvel;Авито;Марвел;Филипчук;Епихин
3843;3911;2022-04-08;ICL;ЕВРАЗ;;Толоко;Епихин
3844;3912;2022-04-08;OCS;;OCS;Кононов;Тугаев
3845;3913;2022-04-08;OCS;;;Кукарских;Тугаев
3846;3914;2022-04-08;Аsgroup;Казанский авиационный завод им. С.П.Горбунова (филиал ПАО «Туполев»).;;Толоко;Епихин
3847;3915;2022-04-08;Technogid;ООО ВМП «Первомайский»;;Турков;Юль
3848;3916;2022-04-08;Imba IT;Московский провансаль;;Турков;Юль
3849;3917;2022-04-09;Ford Dialog;Заказчик ООО «ИНБРЭС» 428018, Россия, г. Чебоксары, ул. Афанасьева, д.13 ИНН 2130023771;;Филипчук;Епихин
3850;3918;2022-04-09;Marvel;РКС (Российские космические системы);;Толоко;Епихин
3851;3919;2022-04-09;ТОО VEHI;;OCS;Кононов;Епихин
3852;3920;2022-04-10;Inline Telecom Solutions;ЦОД Мурманск Кольский (РТК);;Турков;Епихин
3853;3921;2022-04-10;T1-Integration;НИПИГАЗ;;Никитин;Епихин
3854;3922;2022-04-10;DataPro;DataPro;;Никитин;Епихин
3855;3923;2022-04-10;lanitp;Хабаровск-ФГУП Госкорпорация по ОрВД Аэронавигация Северо-Восточной Сибири, филиал в г. Якутске.;Марвел;Толоко;Епихин
3856;3924;2022-04-10;Step logic;ВФ АО «Апатит» Ленинградская область, г. Волхов, Кировский пр., 20.;;Толоко;Епихин
3857;3925;2022-04-10;Marvel;Газпром нефть ИТО;Марвел;Филипчук;Епихин
3858;3926;2022-04-10;Softline;ООО «НАША КЛИНИКА»;;Никитин;Епихин
3859;3927;2022-04-10;Project Communication Installation;;Мерлион;Кононов;Епихин
3860;3928;2022-04-10;Telecom Integratsiya;ООО «Алабуга Девелопмент»;;Турков;Епихин
3861;3929;2022-04-10;Born;ООО НОВАТЭК-Мурманск;Марвел;Толоко;Епихин
3862;3930;2022-04-10;Prom-automatica;АО Гранит Санкт-Петербург, наб. Мартынова, д.4, лит. А.;;Филипчук;Епихин
3863;3931;2022-04-10;Inzhenerie seti;ПАО Фортум ИНН 7203162698.  Проект Центр Управления «ЮГ» (ЦУ «ЮГ»);;Филипчук;Епихин
3864;3932;2022-04-11;syssoft;ФГУП НАМИ;Марвел;Толоко;Епихин
3865;3933;2022-04-11;Softline;Министерство информационного развития и связи Пермского края;;Турков;Епихин
3866;3934;2022-04-11;Ланит;;;Кукарских;Тугаев
3867;3935;2022-04-11;Inforser;Мос метро;;Толоко;Епихин
3868;3936;2022-04-11;Marvel;Новатэк Усть-Луга;Марвел;Толоко;Епихин
3869;3937;2022-04-11;;ВГТРК;OCS;Кононов;Тугаев
3870;3938;2022-04-11;Oberon;Сбербанк;;Нугманов;Юль
3871;3939;2022-04-11;Oberon;Сбербанк;;Нугманов;Юль
3872;3940;2022-04-12;;Газпром Информ;;Филипчук;Епихин
3873;3941;2022-04-12;Goznak;Гознак (комцод);;Филипчук;Епихин
3874;3942;2022-04-12;Softline;ВНИИ Галургия;Марвел;Филипчук;Епихин
3875;3943;2022-04-13;Imba IT;Русагро МЖБН;;Турков;Епихин
3876;3944;2022-04-13;Smart Tech;Теле2;Мерлион;Никитин;Антоновский
3877;3945;2022-04-13;;Мерлион;Мерлион;Кононов;Тугаев
3878;3946;2022-04-13;;Мерлион;Мерлион;Кононов;Тугаев
3879;3947;2022-04-13;Inline;Сибирская Интернет Компания;Марвел;Филипчук;Антоновский
3880;3948;2022-04-13;Marvel;ЦОД РУсал Тайшет, Сибинтек Геном, ЦОД ГКБ Пирогова;Марвел;Филипчук;Антоновский
3881;3949;2022-04-13;Marvel;Dataline;;Турков;Антоновский
3882;3950;2022-04-13;Sonet Inv;Правительство Москвы;;Кукарских;Тугаев
3883;3951;2022-04-13;GreenMDC;ГУПТЭК;;Никитин;Антоновский
3884;3952;2022-04-13;Croc;МТС;Марвел;Никитин;Антоновский
3885;3953;2022-04-13;Softex;АИЦТиОКО им. О.Р. Львова;;Турков;Антоновский
3886;3954;2022-04-13;It-Lanit;Газпромгазомоторное топливо;;Филипчук;Антоновский
3887;3955;2022-04-13;Syssol;АО Уральский электрохимический комбинат г.Новоуральск Росатом;Мерлион;Толоко;Антоновский
